body_type,price,vat,make1,model1,short_description1_displ,km1,age1,hp1,Type1,Body_Color1,Upholstery1,Nr_of_Doors1,Nr_of_Seats1,Gearing_Type1,Displacement1,Cylinders1,Weight1,Drive_chain1,Fuel1,Consump_comb1,Consump_city1,Consump_country1,CO2_Emission1,Comfort_point1,Entertainment_point1,Extras_point1,Safety_point1,Gears1
Compact,12990,VAT deductible,Opel,Corsa,1.4,18700.0,1.3342465753424657,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,13.0,4.0,2.0,12.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,4306.0,1.082191780821918,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,14.0,6.0,2.0,14.0,
Sedans,12990,VAT deductible,Opel,Corsa,1.4,6656.0,1.167123287671233,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,140.0,,,,,
Compact,12990,VAT deductible,Opel,Corsa,1.4,11500.0,1.082191780821918,66.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,14.0,6.0,2.0,13.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,8953.0,1.167123287671233,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,14.0,6.0,2.0,14.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,5615.0,1.082191780821918,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,14.0,6.0,2.0,14.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,5300.0,1.6684931506849314,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,12.0,6.0,2.0,12.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,8500.0,1.082191780821918,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,13.0,6.0,2.0,14.0,
Compact,12950,VAT deductible,Opel,Corsa,1.4,4833.0,1.5863013698630137,66.0,Employee's car,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,120.0,14.0,6.0,,12.0,
Compact,12910,VAT deductible,Opel,Corsa,1.4,10500.0,1.6684931506849314,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.6,6.6,6.6,150.0,14.0,4.0,3.0,13.0,
Compact,12945,,Opel,Corsa,1.4,2015.0,1.915068493150685,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1.0,front,Gasoline,4.8,4.8,4.8,11.0,5.0,1.0,1.0,12.0,5.0
Compact,12945,VAT deductible,Opel,Corsa,1.4,9503.0,1.83013698630137,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,110.0,14.0,6.0,2.0,14.0,5.0
Compact,12940,VAT deductible,Opel,Corsa,1.4,76403.0,3.5013698630136987,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1063.0,front,Gasoline,4.7,4.7,4.7,11.0,10.0,3.0,2.0,12.0,5.0
Compact,12910,VAT deductible,Opel,Corsa,1.4,13900.0,1.6684931506849314,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.6,6.6,6.6,149.0,15.0,5.0,3.0,13.0,
Compact,12900,VAT deductible,Opel,Corsa,1.4,31300.0,1.6684931506849314,66.0,Used,White,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,139.0,13.0,5.0,5.0,12.0,6.0
Compact,12900,VAT deductible,Opel,Corsa,,3600.0,3.0,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.9,5.9,5.9,137.0,13.0,6.0,1.0,12.0,6.0
Compact,12900,VAT deductible,Opel,Corsa,1.4,28915.0,2.915068493150685,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,11.0,4.0,3.0,11.0,
Sedans,12890,VAT deductible,Opel,Corsa,1.4,20420.0,1.7534246575342465,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,110.0,17.0,6.0,4.0,14.0,5.0
Sedans,12890,VAT deductible,Opel,Corsa,1.4,7100.0,1.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.2,5.2,5.2,123.0,7.0,7.0,,11.0,6.0
Compact,12880,VAT deductible,Opel,Corsa,1.4,14080.0,1.6684931506849314,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,,,Gasoline,4.7,4.7,4.7,110.0,15.0,6.0,3.0,11.0,5.0
Sedans,12880,VAT deductible,Opel,Corsa,1.4,5689.0,1.5863013698630137,66.0,Used,Red,Cloth,3.0,5.0,Automatic,1.4,4.0,,,Gasoline,5.1,5.1,5.1,121.0,11.0,5.0,1.0,10.0,6.0
Sedans,12900,,Opel,Corsa,,22191.0,3.334246575342466,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,5.9,5.9,5.9,137.0,14.0,6.0,3.0,15.0,6.0
Compact,12880,VAT deductible,Opel,Corsa,1.4,26525.0,1.83013698630137,66.0,Used,Black,Part leather,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.8,4.8,4.8,11.0,15.0,5.0,2.0,13.0,5.0
Sedans,12990,VAT deductible,Opel,Corsa,1.4,19600.0,1.5863013698630137,66.0,Used,Black,Part leather,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,110.0,19.0,6.0,3.0,17.0,5.0
Compact,12990,,Opel,Corsa,1.4,460.0,1.2493150684931507,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,6.2,6.2,6.2,14.0,13.0,7.0,2.0,18.0,6.0
Compact,12870,VAT deductible,Opel,Corsa,,25600.0,1.7534246575342465,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,15.0,5.0,1.0,15.0,
Compact,12990,VAT deductible,Opel,Corsa,,30000.0,3.6684931506849314,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,137.0,10.0,5.0,3.0,13.0,6.0
Compact,12990,VAT deductible,Opel,Corsa,1.4,40867.0,1.7534246575342465,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.2,5.2,5.2,123.0,10.0,7.0,1.0,14.0,6.0
Compact,12990,VAT deductible,Opel,Corsa,1.4,5700.0,1.0,66.0,Used,Silver,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,120.0,16.0,4.0,2.0,13.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,3509.0,1.082191780821918,66.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,14.0,6.0,2.0,14.0,
Compact,12990,VAT deductible,Opel,Corsa,1.4,10700.0,1.0,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,120.0,16.0,4.0,2.0,13.0,
Sedans,12990,VAT deductible,Opel,Corsa,,6000.0,0.8301369863013699,66.0,Used,Grey,Cloth,5.0,,Automatic,1.4,,,,Gasoline,5.0,5.0,5.0,121.0,4.0,2.0,3.0,6.0,
Compact,12980,VAT deductible,Opel,Corsa,1.4,20543.0,2.419178082191781,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.2,5.2,5.2,123.0,6.0,6.0,4.0,13.0,5.0
Sedans,12990,VAT deductible,Opel,Corsa,1.4,14246.0,1.83013698630137,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,5.2,5.2,5.2,123.0,8.0,6.0,1.0,12.0,
Sedans,12980,VAT deductible,Opel,Corsa,1.4,18745.0,1.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,,,front,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,14.0,5.0
Sedans,12989,Price negotiable,Opel,Corsa,1.4,7999.0,2.1671232876712327,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.6,6.6,6.6,149.0,16.0,7.0,3.0,15.0,6.0
Sedans,12980,VAT deductible,Opel,Corsa,1.4,23622.0,1.915068493150685,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,front,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,1.0,14.0,5.0
Compact,12980,VAT deductible,Opel,Corsa,1.4,16480.0,1.6684931506849314,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.6,5.6,5.6,140.0,8.0,4.0,2.0,12.0,
Compact,12980,VAT deductible,Opel,Corsa,1.4,3927.0,1.6684931506849314,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,12.0,6.0,,12.0,5.0
Compact,12480,VAT deductible,Opel,Corsa,1.4,13096.0,1.5863013698630137,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,110.0,12.0,5.0,1.0,11.0,5.0
Sedans,12960,VAT deductible,Opel,Corsa,1.4,22800.0,1.915068493150685,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,,,,,13.0,5.0,3.0,12.0,5.0
Compact,12950,VAT deductible,Opel,Corsa,1.4,35182.0,3.5863013698630137,66.0,Used,Blue,,5.0,5.0,Automatic,1.4,4.0,1063.0,,Gasoline,4.7,4.7,4.7,110.0,6.0,3.0,,8.0,5.0
Sedans,12490,,Opel,Corsa,1.4,20135.0,2.1671232876712327,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,front,Gasoline,4.8,4.8,4.8,11.0,12.0,4.0,,12.0,5.0
Compact,12950,VAT deductible,Opel,Corsa,1.4,19164.0,1.3342465753424657,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.3,6.3,6.3,143.0,14.0,5.0,2.0,13.0,
Compact,12850,VAT deductible,Opel,Corsa,1.4,3200.0,1.3342465753424657,66.0,Used,,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.9,5.9,5.9,136.0,11.0,7.0,,11.0,6.0
Compact,12850,VAT deductible,Opel,Corsa,1.4,18500.0,1.2493150684931507,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.9,5.9,5.9,136.0,15.0,6.0,2.0,13.0,6.0
Compact,12850,,Opel,Corsa,1.4,20587.0,3.5013698630136987,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.9,5.9,5.9,137.0,14.0,6.0,4.0,18.0,6.0
Compact,12790,VAT deductible,Opel,Corsa,1.4,24990.0,1.5013698630136987,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,11.0,18.0,7.0,3.0,17.0,5.0
Other,12790,VAT deductible,Opel,Corsa,1.4,36274.0,1.5863013698630137,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,,,front,Gasoline,5.9,5.9,5.9,137.0,9.0,7.0,1.0,12.0,6.0
Compact,12788,VAT deductible,Opel,Corsa,1.4,10.0,,66.0,New,Silver,Cloth,5.0,5.0,Automatic,1.4,,1248.0,front,Gasoline,6.3,6.3,6.3,143.0,4.0,4.0,,10.0,
Compact,12788,VAT deductible,Opel,Corsa,1.4,10.0,,66.0,New,Silver,Cloth,5.0,5.0,Automatic,1.4,,1248.0,front,Gasoline,6.3,6.3,6.3,143.0,3.0,2.0,,9.0,
Sedans,12780,VAT deductible,Opel,Corsa,1.4,16550.0,1.5013698630136987,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.6,6.6,6.6,149.0,10.0,6.0,1.0,15.0,6.0
Compact,12750,,Opel,Corsa,1.4,19866.0,2.7534246575342465,66.0,Used,Blue,Cloth,3.0,5.0,Automatic,1.4,4.0,1041.0,front,Gasoline,4.8,4.8,4.8,110.0,7.0,3.0,,11.0,
Sedans,12777,VAT deductible,Opel,Corsa,1.4,26300.0,1.2493150684931507,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,4.0,,,Gasoline,6.6,6.6,6.6,149.0,16.0,5.0,2.0,12.0,
Compact,12750,VAT deductible,Opel,Corsa,,1800.0,1.915068493150685,66.0,Demonstration,Blue,Part leather,2.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,135.0,10.0,7.0,2.0,17.0,
Compact,12750,,Opel,Corsa,1.4,47551.0,3.0,66.0,Used,Blue,Part leather,5.0,5.0,Automatic,1.4,4.0,1063.0,front,Gasoline,4.8,4.8,4.8,110.0,14.0,4.0,1.0,12.0,5.0
Compact,12750,VAT deductible,Opel,Corsa,1.4,19500.0,1.6684931506849314,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,8.0,5.0,2.0,13.0,
Compact,12750,,Opel,Corsa,1.4,6730.0,0.915068493150685,66.0,Demonstration,Red,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,8.0,5.0,1.0,13.0,
Compact,12700,VAT deductible,Opel,Corsa,1.4,15091.0,1.5863013698630137,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,120.0,11.0,6.0,,12.0,
Compact,12695,,Opel,Corsa,1.4,12975.0,2.5013698630136987,66.0,Used,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,10.0,6.0,1.0,15.0,
Compact,12695,VAT deductible,Opel,Corsa,1.4,15063.0,1.6684931506849314,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,8.0,6.0,3.0,13.0,6.0
Sedans,12690,VAT deductible,Opel,Corsa,1.4,6600.0,1.7534246575342465,66.0,Used,Grey,Cloth,3.0,5.0,Automatic,1.4,4.0,1141.0,front,Gasoline,5.2,5.2,5.2,123.0,12.0,7.0,1.0,11.0,6.0
Sedans,12450,,Opel,Corsa,,32355.0,1.915068493150685,66.0,Used,Black,Part leather,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.2,5.2,5.2,123.0,14.0,8.0,2.0,14.0,6.0
,12435,VAT deductible,Opel,Corsa,1.4,21050.0,1.6684931506849314,44.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,,,Gasoline,,,,,16.0,5.0,2.0,15.0,5.0
Sedans,12400,VAT deductible,Opel,Corsa,,7600.0,2.0821917808219177,66.0,Used,White,Cloth,3.0,,Automatic,1.4,4.0,,front,Gasoline,,,,,10.0,1.0,,11.0,6.0
Compact,12400,VAT deductible,Opel,Corsa,,18875.0,2.1671232876712327,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,14.0,6.0,2.0,14.0,
Compact,12400,VAT deductible,Opel,Corsa,,28554.0,1.915068493150685,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,16.0,6.0,2.0,13.0,
Sedans,12400,,Opel,Corsa,1.4,17775.0,2.334246575342466,66.0,Used,Grey,,3.0,5.0,Automatic,1.4,4.0,1199.0,,LPG/CNG,5.9,5.9,5.9,135.0,17.0,8.0,8.0,17.0,5.0
Compact,12395,VAT deductible,Opel,Corsa,1.4,12075.0,1.83013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,,1163.0,,Gasoline,6.0,6.0,6.0,139.0,7.0,6.0,2.0,14.0,6.0
Sedans,12650,VAT deductible,Opel,Corsa,,62150.0,2.5863013698630137,66.0,Used,Silver,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,123.0,12.0,5.0,3.0,12.0,
Compact,12400,VAT deductible,Opel,Corsa,,22693.0,1.7534246575342465,66.0,Used,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,14.0,6.0,2.0,13.0,
Compact,12388,,Opel,Corsa,1.4,38522.0,3.0821917808219177,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1063.0,front,Gasoline,4.8,4.8,4.8,110.0,7.0,7.0,1.0,10.0,5.0
Compact,12395,VAT deductible,Opel,Corsa,1.4,11526.0,1.83013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,,1163.0,,Gasoline,6.0,6.0,6.0,139.0,7.0,6.0,2.0,14.0,6.0
Compact,12385,VAT deductible,Opel,Corsa,1.4,1600.0,1.5863013698630137,66.0,Used,Grey,Cloth,2.0,5.0,Automatic,1.4,4.0,1141.0,,Gasoline,4.8,4.8,4.8,11.0,13.0,5.0,3.0,13.0,5.0
Sedans,12380,VAT deductible,Opel,Corsa,1.4,2400.0,1.6684931506849314,66.0,Used,Yellow,Cloth,3.0,5.0,Automatic,1.4,4.0,1141.0,front,Gasoline,5.2,5.2,5.2,123.0,11.0,7.0,,11.0,6.0
Compact,12380,VAT deductible,Opel,Corsa,1.4,41300.0,3.419178082191781,66.0,Used,Black,,5.0,5.0,Automatic,1.4,4.0,1063.0,front,Gasoline,4.8,4.8,4.8,11.0,6.0,3.0,,9.0,5.0
Sedans,12375,VAT deductible,Opel,Corsa,1.4,3900.0,1.5863013698630137,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,1141.0,front,Gasoline,5.2,5.2,5.2,123.0,7.0,7.0,,11.0,6.0
Sedans,12625,VAT deductible,Opel,Corsa,,22213.0,1.6684931506849314,66.0,Used,Silver,Part leather,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,,16.0,5.0,3.0,16.0,5.0
Compact,12620,VAT deductible,Opel,Corsa,1.4,25294.0,1.915068493150685,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.8,4.8,4.8,11.0,16.0,6.0,3.0,13.0,5.0
Sedans,12600,Price negotiable,Opel,Corsa,1.4,20300.0,3.334246575342466,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,139.0,11.0,7.0,,13.0,6.0
Compact,12625,VAT deductible,Opel,Corsa,,18600.0,1.915068493150685,66.0,Used,Black,Part leather,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,,,,,15.0,6.0,5.0,16.0,6.0
Compact,12376,VAT deductible,Opel,Corsa,1.4,1.0,,66.0,New,,,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.6,6.6,6.6,150.0,2.0,2.0,1.0,9.0,6.0
Compact,12590,VAT deductible,Opel,Corsa,1.4,20936.0,1.7534246575342465,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.6,6.6,6.6,149.0,15.0,6.0,3.0,14.0,6.0
Compact,12590,VAT deductible,Opel,Corsa,,26469.0,1.915068493150685,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,123.0,15.0,6.0,1.0,14.0,
Compact,12570,VAT deductible,Opel,Corsa,1.4,16400.0,1.915068493150685,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,,,,,13.0,7.0,1.0,11.0,
Compact,12555,VAT deductible,Opel,Corsa,,17186.0,1.5863013698630137,66.0,Used,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,13.0,4.0,1.0,9.0,
Compact,12550,VAT deductible,Opel,Corsa,1.4,10486.0,2.249315068493151,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,15.0,5.0,1.0,14.0,5.0
Compact,12533,,Opel,Corsa,1.4,,,66.0,New,,,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.0,5.0,5.0,,,,,,6.0
Compact,12533,,Opel,Corsa,1.4,,,66.0,New,,,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.0,5.0,5.0,,,,,,6.0
Sedans,12500,VAT deductible,Opel,Corsa,1.4,14471.0,1.5013698630136987,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,6.1,6.1,6.1,14.0,10.0,6.0,2.0,12.0,6.0
Sedans,12500,,Opel,Corsa,1.4,52000.0,3.419178082191781,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.6,6.6,6.6,149.0,9.0,7.0,1.0,16.0,6.0
Compact,12500,,Opel,Corsa,1.4,38000.0,3.5863013698630137,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1099.0,,Gasoline,6.0,6.0,6.0,139.0,10.0,6.0,2.0,13.0,
Sedans,12360,VAT deductible,Opel,Corsa,1.4,4900.0,1.5863013698630137,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,4.0,,front,Gasoline,,,,,16.0,6.0,1.0,12.0,
Compact,12500,VAT deductible,Opel,Corsa,,18273.0,2.249315068493151,66.0,Used,Green,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,13.0,6.0,1.0,13.0,
Compact,12495,VAT deductible,Opel,Corsa,1.4,7876.0,1.83013698630137,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,,1163.0,,Gasoline,6.0,6.0,6.0,139.0,7.0,6.0,2.0,14.0,6.0
Compact,12495,VAT deductible,Opel,Corsa,1.4,8927.0,1.83013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,,1163.0,,Gasoline,6.0,6.0,6.0,139.0,7.0,6.0,2.0,14.0,6.0
Sedans,12500,,Opel,Corsa,1.4,5000.0,1.5013698630136987,66.0,Used,White,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,149.0,8.0,5.0,3.0,13.0,6.0
Sedans,12499,VAT deductible,Opel,Corsa,1.4,19000.0,1.6684931506849314,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1120.0,,Gasoline,5.4,,,11.0,6.0,3.0,1.0,11.0,5.0
Compact,11850,VAT deductible,Opel,Corsa,,39300.0,3.5863013698630137,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,17.0,5.0,1.0,13.0,5.0
Compact,11870,VAT deductible,Opel,Corsa,1.4,54251.0,2.7534246575342465,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1237.0,front,Gasoline,5.1,5.1,5.1,139.0,12.0,6.0,1.0,13.0,
Sedans,11800,VAT deductible,Opel,Corsa,1.4,10923.0,1.5013698630136987,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,6.0,,,11.0,6.0,1.0,1.0,5.0,6.0
Compact,11777,VAT deductible,Opel,Corsa,1.4,5600.0,2.419178082191781,66.0,Used,Silver,Cloth,2.0,5.0,Automatic,1.4,,,,Gasoline,5.2,5.2,5.2,120.0,8.0,5.0,1.0,12.0,
Compact,11750,VAT deductible,Opel,Corsa,,19980.0,1.6684931506849314,66.0,Employee's car,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,16.0,7.0,4.0,14.0,
Compact,11748,VAT deductible,Opel,Corsa,1.4,19152.0,1.6684931506849314,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,,,,,5.0,1.0,1.0,4.0,5.0
Compact,11750,VAT deductible,Opel,Corsa,1.4,11899.0,1.7534246575342465,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Compact,12490,,Opel,Corsa,1.4,7991.0,2.334246575342466,66.0,Used,Blue,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.9,5.9,5.9,137.0,14.0,6.0,2.0,12.0,6.0
Sedans,11690,VAT deductible,Opel,Corsa,1.4,13200.0,3.334246575342466,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.2,5.2,5.2,123.0,11.0,3.0,1.0,12.0,6.0
Compact,11650,VAT deductible,Opel,Corsa,1.4,60756.0,2.7534246575342465,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.9,5.9,5.9,137.0,14.0,5.0,5.0,14.0,6.0
Compact,11750,VAT deductible,Opel,Corsa,1.4,19500.0,2.6684931506849314,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.9,4.9,4.9,116.0,14.0,5.0,1.0,13.0,5.0
Sedans,11700,,Opel,Corsa,1.4,33450.0,3.5013698630136987,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,139.0,12.0,7.0,2.0,14.0,6.0
Sedans,11600,Price negotiable,Opel,Corsa,1.4,19644.0,3.6684931506849314,66.0,Used,Blue,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,139.0,12.0,3.0,1.0,13.0,6.0
Sedans,11500,Price negotiable,Opel,Corsa,1.4,4900.0,3.249315068493151,66.0,Used,Silver,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,139.0,8.0,7.0,,13.0,6.0
Sedans,11635,VAT deductible,Opel,Corsa,1.4,22174.0,1.5863013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,,4.0,,,Gasoline,6.5,,,,9.0,4.0,1.0,8.0,5.0
Sedans,11500,VAT deductible,Opel,Corsa,1.4,19066.0,1.6684931506849314,66.0,Used,Blue,Cloth,5.0,,Automatic,1.4,4.0,,,Gasoline,,,,,4.0,3.0,1.0,8.0,
Compact,11500,VAT deductible,Opel,Corsa,1.4,19998.0,1.7534246575342465,66.0,Employee's car,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Sedans,11495,VAT deductible,Opel,Corsa,4.0,25900.0,1.6684931506849314,66.0,Used,Blue,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,6.0,,,137.0,7.0,1.0,1.0,9.0,6.0
Sedans,11500,VAT deductible,Opel,Corsa,1.4,19635.0,1.6684931506849314,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,4.8,,,11.0,7.0,3.0,1.0,9.0,5.0
Sedans,11490,VAT deductible,Opel,Corsa,1.4,23138.0,2.1671232876712327,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,,,,Gasoline,,,,,8.0,5.0,1.0,11.0,
